habitaciones;baños;precio;link_inmueble;metros_cuadrados;anunciante;zona;tipo_de_operacion;web;zona_metadata
0;0;45000.0;https://www.picoblanes.com/local-comercial-en-alcoy-centro-es1235308.html;260.0;Picó Blanes;Alcoi / Centre - Zona Alta;Venta;Picó Blanes;"{""barrio"": ""Centre - Zona Alta"", ""extras"": [], ""municipio"": ""Alcoi"", ""subzona"": null}"
0;0;99000.0;https://www.picoblanes.com/local-comercial-en-alcoy-norte-es1273107.html;130.0;Picó Blanes;San Vicente del Raspeig / Norte;Venta;Picó Blanes;"{""barrio"": ""Norte"", ""extras"": [], ""municipio"": ""San Vicente del Raspeig"", ""subzona"": null}"
0;0;170000.0;https://www.picoblanes.com/local-comercial-en-alcoy-norte-es851765.html;160.0;Picó Blanes;San Vicente del Raspeig / Norte;Venta;Picó Blanes;"{""barrio"": ""Norte"", ""extras"": [], ""municipio"": ""San Vicente del Raspeig"", ""subzona"": null}"
0;0;175000.0;https://www.picoblanes.com/oficina-en-alcoy-ensanche-con-ascensor-es841208.html;185.0;Picó Blanes;Alcoi / Eixample;Venta;Picó Blanes;"{""barrio"": ""Eixample"", ""extras"": [], ""municipio"": ""Alcoi"", ""subzona"": null}"
4;4;425000.0;https://www.picoblanes.com/casa-chalet-en-muro-de-alcoy-muro-con-piscina-es1599092.html;329.0;Picó Blanes;Alcoi (Muro d'Alcoi);Venta;Picó Blanes;"{""barrio"": null, ""extras"": [""Muro d'Alcoi""], ""municipio"": ""Alcoi"", ""subzona"": null}"
0;0;70000.0;https://www.picoblanes.com/local-comercial-en-alcoy-ensanche-es1452093.html;207.0;Picó Blanes;Alcoi / Eixample;Venta;Picó Blanes;"{""barrio"": ""Eixample"", ""extras"": [], ""municipio"": ""Alcoi"", ""subzona"": null}"
0;0;12000.0;https://www.picoblanes.com/garaje-parking-en-alcoy-ensanche-con-garaje-es1054478.html;Desconocido;Picó Blanes;Alcoi / Eixample;Venta;Picó Blanes;"{""barrio"": ""Eixample"", ""extras"": [], ""municipio"": ""Alcoi"", ""subzona"": null}"
0;0;185000.0;https://www.picoblanes.com/local-comercial-en-alcoy-santa-rosa-es1542016.html;100.0;Picó Blanes;Alcoi / Santa Rosa;Venta;Picó Blanes;"{""barrio"": ""Santa Rosa"", ""extras"": [], ""municipio"": ""Alcoi"", ""subzona"": null}"
0;0;900.0;https://www.picoblanes.com/local-comercial-en-alcoy-norte-es1575679.html;308.0;Picó Blanes;San Vicente del Raspeig / Norte;Alquiler;Picó Blanes;"{""barrio"": ""Norte"", ""extras"": [], ""municipio"": ""San Vicente del Raspeig"", ""subzona"": null}"
3;3;280000.0;https://www.picoblanes.com/casa-adosada-en-alcoy-viaducto-con-vistas-es824738.html;234.0;Picó Blanes;Alcoi / Viaducto;Venta;Picó Blanes;"{""barrio"": ""Viaducto"", ""extras"": [], ""municipio"": ""Alcoi"", ""subzona"": null}"
3;2;120000.0;https://www.picoblanes.com/piso-en-alcoy-santa-rosa-con-ascensor-es1087300.html;106.0;Picó Blanes;Alcoi / Santa Rosa;Venta;Picó Blanes;"{""barrio"": ""Santa Rosa"", ""extras"": [], ""municipio"": ""Alcoi"", ""subzona"": null}"
0;0;80000.0;https://www.picoblanes.com/local-comercial-en-alcoy-norte-es823743.html;103.0;Picó Blanes;San Vicente del Raspeig / Norte;Venta;Picó Blanes;"{""barrio"": ""Norte"", ""extras"": [], ""municipio"": ""San Vicente del Raspeig"", ""subzona"": null}"
3;3;190000.0;https://www.picoblanes.com/atico-en-cocentaina-cocentaina-con-ascensor-es1379497.html;160.0;Picó Blanes;Cocentaina;Venta;Picó Blanes;"{""barrio"": null, ""extras"": [], ""municipio"": ""Cocentaina"", ""subzona"": null}"
0;0;150000.0;https://www.picoblanes.com/local-comercial-en-alcoy-ensanche-es1167832.html;150.0;Picó Blanes;Alcoi / Eixample;Alquiler;Picó Blanes;"{""barrio"": ""Eixample"", ""extras"": [], ""municipio"": ""Alcoi"", ""subzona"": null}"
4;2;190000.0;https://www.picoblanes.com/atico-en-alcoy-ensanche-con-ascensor-es1488458.html;285.0;Picó Blanes;Alcoi / Eixample;Venta;Picó Blanes;"{""barrio"": ""Eixample"", ""extras"": [], ""municipio"": ""Alcoi"", ""subzona"": null}"
4;1;200000.0;https://www.picoblanes.com/casa-chalet-en-cocentaina-cocentaina-con-piscina-es1167566.html;70.0;Picó Blanes;Cocentaina;Venta;Picó Blanes;"{""barrio"": null, ""extras"": [], ""municipio"": ""Cocentaina"", ""subzona"": null}"
0;0;450.0;https://www.picoblanes.com/local-comercial-en-alcoy-ensanche-es1539092.html;218.0;Picó Blanes;Alcoi / Eixample;Alquiler;Picó Blanes;"{""barrio"": ""Eixample"", ""extras"": [], ""municipio"": ""Alcoi"", ""subzona"": null}"
0;2;70000.0;https://www.picoblanes.com/local-comercial-en-alcoy-norte-con-garaje-es822968.html;175.0;Picó Blanes;San Vicente del Raspeig / Norte;Venta;Picó Blanes;"{""barrio"": ""Norte"", ""extras"": [], ""municipio"": ""San Vicente del Raspeig"", ""subzona"": null}"
4;3;290000.0;https://www.picoblanes.com/casa-chalet-en-alcoy-el-cami-con-piscina-es774487.html;400.0;Picó Blanes;El el Cami (El el Cami);Venta;Picó Blanes;"{""barrio"": null, ""extras"": [""El el Cami""], ""municipio"": null, ""subzona"": null}"
0;0;150000.0;https://www.picoblanes.com/local-comercial-en-alcoy-ensanche-es1053009.html;191.0;Picó Blanes;Alcoi / Eixample;Venta;Picó Blanes;"{""barrio"": ""Eixample"", ""extras"": [], ""municipio"": ""Alcoi"", ""subzona"": null}"
0;0;180000.0;https://www.picoblanes.com/local-comercial-en-alcoy-centro-es1127358.html;218.0;Picó Blanes;Alcoi / Centre - Zona Alta;Venta;Picó Blanes;"{""barrio"": ""Centre - Zona Alta"", ""extras"": [], ""municipio"": ""Alcoi"", ""subzona"": null}"
0;0;550.0;https://www.picoblanes.com/local-comercial-en-alcoy-norte-es823705.html;101.0;Picó Blanes;San Vicente del Raspeig / Norte;Alquiler;Picó Blanes;"{""barrio"": ""Norte"", ""extras"": [], ""municipio"": ""San Vicente del Raspeig"", ""subzona"": null}"
4;2;170000.0;https://www.picoblanes.com/piso-en-alcoy-ensanche-con-ascensor-es1430008.html;150.0;Picó Blanes;Alcoi / Eixample;Venta;Picó Blanes;"{""barrio"": ""Eixample"", ""extras"": [], ""municipio"": ""Alcoi"", ""subzona"": null}"
0;0;502200.0;https://www.picoblanes.com/casa-chalet-en-alcoy-centro-es1504170.html;505.0;Picó Blanes;Alcoi / Centre - Zona Alta;Venta;Picó Blanes;"{""barrio"": ""Centre - Zona Alta"", ""extras"": [], ""municipio"": ""Alcoi"", ""subzona"": null}"
0;1;60000.0;https://www.picoblanes.com/local-comercial-en-alcoy-ensanche-es1298958.html;80.0;Picó Blanes;Alcoi / Eixample;Venta;Picó Blanes;"{""barrio"": ""Eixample"", ""extras"": [], ""municipio"": ""Alcoi"", ""subzona"": null}"
0;1;50000.0;https://www.picoblanes.com/oficina-en-alcoy-santa-rosa-es1000816.html;110.0;Picó Blanes;Alcoi / Santa Rosa;Venta;Picó Blanes;"{""barrio"": ""Santa Rosa"", ""extras"": [], ""municipio"": ""Alcoi"", ""subzona"": null}"
3;2;148000.0;https://www.picoblanes.com/piso-en-alcoy-ensanche-con-ascensor-es1621356.html;111.0;Picó Blanes;Alcoi / Eixample;Venta;Picó Blanes;"{""barrio"": ""Eixample"", ""extras"": [], ""municipio"": ""Alcoi"", ""subzona"": null}"
0;0;165000.0;https://www.picoblanes.com/nave-en-alcoy-el-cami-es797287.html;522.0;Picó Blanes;El el Cami (El el Cami);Venta;Picó Blanes;"{""barrio"": null, ""extras"": [""El el Cami""], ""municipio"": null, ""subzona"": null}"
0;0;60000.0;https://www.picoblanes.com/local-comercial-en-alcoy-norte-es977992.html;135.0;Picó Blanes;San Vicente del Raspeig / Norte;Venta;Picó Blanes;"{""barrio"": ""Norte"", ""extras"": [], ""municipio"": ""San Vicente del Raspeig"", ""subzona"": null}"
0;1;150000.0;https://www.picoblanes.com/local-comercial-en-alcoy-ensanche-es1187368.html;209.0;Picó Blanes;Alcoi / Eixample;Venta;Picó Blanes;"{""barrio"": ""Eixample"", ""extras"": [], ""municipio"": ""Alcoi"", ""subzona"": null}"
4;3;399000.0;https://www.picoblanes.com/piso-en-alcoy-centro-con-ascensor-es1105414.html;314.0;Picó Blanes;Alcoi / Centre - Zona Alta;Venta;Picó Blanes;"{""barrio"": ""Centre - Zona Alta"", ""extras"": [], ""municipio"": ""Alcoi"", ""subzona"": null}"
4;2;165000.0;https://www.picoblanes.com/piso-en-alcoy-ensanche-con-ascensor-es1164744.html;174.0;Picó Blanes;Alcoi / Eixample;Venta;Picó Blanes;"{""barrio"": ""Eixample"", ""extras"": [], ""municipio"": ""Alcoi"", ""subzona"": null}"
0;0;1200.0;https://www.picoblanes.com/oficina-en-alcoy-norte-con-garaje-es1029850.html;195.0;Picó Blanes;San Vicente del Raspeig / Norte;Alquiler;Picó Blanes;"{""barrio"": ""Norte"", ""extras"": [], ""municipio"": ""San Vicente del Raspeig"", ""subzona"": null}"
0;0;13700.0;https://www.picoblanes.com/garaje-parking-en-alcoy-ensanche-con-garaje-es1059244.html;13.0;Picó Blanes;Alcoi / Eixample;Venta;Picó Blanes;"{""barrio"": ""Eixample"", ""extras"": [], ""municipio"": ""Alcoi"", ""subzona"": null}"
0;0;250000.0;https://www.picoblanes.com/parcela-en-alcoy-norte-es843518.html;1400.0;Picó Blanes;San Vicente del Raspeig / Norte;Venta;Picó Blanes;"{""barrio"": ""Norte"", ""extras"": [], ""municipio"": ""San Vicente del Raspeig"", ""subzona"": null}"
0;1;750.0;https://www.picoblanes.com/local-comercial-en-alcoy-norte-es833214.html;230.0;Picó Blanes;San Vicente del Raspeig / Norte;Alquiler;Picó Blanes;"{""barrio"": ""Norte"", ""extras"": [], ""municipio"": ""San Vicente del Raspeig"", ""subzona"": null}"
0;0;190000.0;https://www.picoblanes.com/nave-en-alcoy-cotes-baixes-es965789.html;900.0;Picó Blanes;Alcoi / Cotes Baixes;Venta;Picó Blanes;"{""barrio"": null, ""extras"": [], ""municipio"": ""Alcoi"", ""subzona"": ""Cotes Baixes""}"
0;0;115000.0;https://www.picoblanes.com/local-comercial-en-alcoy-norte-es917618.html;145.0;Picó Blanes;San Vicente del Raspeig / Norte;Venta;Picó Blanes;"{""barrio"": ""Norte"", ""extras"": [], ""municipio"": ""San Vicente del Raspeig"", ""subzona"": null}"
0;0;50000.0;https://www.picoblanes.com/local-comercial-en-alcoy-norte-es894502.html;138.0;Picó Blanes;San Vicente del Raspeig / Norte;Venta;Picó Blanes;"{""barrio"": ""Norte"", ""extras"": [], ""municipio"": ""San Vicente del Raspeig"", ""subzona"": null}"
0;0;165000.0;https://www.picoblanes.com/edificio-en-alcoy-centro-es1164373.html;450.0;Picó Blanes;Alcoi / Centre - Zona Alta;Venta;Picó Blanes;"{""barrio"": ""Centre - Zona Alta"", ""extras"": [], ""municipio"": ""Alcoi"", ""subzona"": null}"
0;0;800.0;https://www.picoblanes.com/local-comercial-en-alcoy-centro-es1375357.html;218.0;Picó Blanes;Alcoi / Centre - Zona Alta;Alquiler;Picó Blanes;"{""barrio"": ""Centre - Zona Alta"", ""extras"": [], ""municipio"": ""Alcoi"", ""subzona"": null}"
5;1;190000.0;https://www.picoblanes.com/casa-chalet-en-cocentaina-cocentaina-con-vistas-es1425314.html;225.0;Picó Blanes;Cocentaina;Venta;Picó Blanes;"{""barrio"": null, ""extras"": [], ""municipio"": ""Cocentaina"", ""subzona"": null}"
0;0;800000.0;https://www.picoblanes.com/local-comercial-en-alcoy-ensanche-es1556090.html;800.0;Picó Blanes;Alcoi / Eixample;Venta;Picó Blanes;"{""barrio"": ""Eixample"", ""extras"": [], ""municipio"": ""Alcoi"", ""subzona"": null}"
0;0;38000.0;https://www.picoblanes.com/local-comercial-en-alcoy-ensanche-es1053016.html;120.0;Picó Blanes;Alcoi / Eixample;Venta;Picó Blanes;"{""barrio"": ""Eixample"", ""extras"": [], ""municipio"": ""Alcoi"", ""subzona"": null}"
0;0;48000.0;https://www.picoblanes.com/local-comercial-en-alcoy-ensanche-es1243298.html;138.0;Picó Blanes;Alcoi / Eixample;Venta;Picó Blanes;"{""barrio"": ""Eixample"", ""extras"": [], ""municipio"": ""Alcoi"", ""subzona"": null}"
0;0;78000.0;https://www.picoblanes.com/local-comercial-en-alcoy-santa-rosa-es1234941.html;253.0;Picó Blanes;Alcoi / Santa Rosa;Venta;Picó Blanes;"{""barrio"": ""Santa Rosa"", ""extras"": [], ""municipio"": ""Alcoi"", ""subzona"": null}"
0;0;75000.0;https://www.picoblanes.com/local-comercial-en-alcoy-norte-es894500.html;250.0;Picó Blanes;San Vicente del Raspeig / Norte;Venta;Picó Blanes;"{""barrio"": ""Norte"", ""extras"": [], ""municipio"": ""San Vicente del Raspeig"", ""subzona"": null}"
0;0;1400.0;https://www.picoblanes.com/local-comercial-en-alcoy-el-cami-es1317627.html;547.0;Picó Blanes;El el Cami (El el Cami);Alquiler;Picó Blanes;"{""barrio"": null, ""extras"": [""El el Cami""], ""municipio"": null, ""subzona"": null}"
0;1;650.0;https://www.picoblanes.com/oficina-en-alcoy-ensanche-con-ascensor-es1526193.html;170.0;Picó Blanes;Alcoi / Eixample;Alquiler;Picó Blanes;"{""barrio"": ""Eixample"", ""extras"": [], ""municipio"": ""Alcoi"", ""subzona"": null}"
0;2;800.0;https://www.picoblanes.com/oficina-en-alcoy-santa-rosa-con-ascensor-es880899.html;130.0;Picó Blanes;Alcoi / Santa Rosa;Alquiler;Picó Blanes;"{""barrio"": ""Santa Rosa"", ""extras"": [], ""municipio"": ""Alcoi"", ""subzona"": null}"
5;3;400000.0;https://www.picoblanes.com/casa-chalet-en-cocentaina-els-algars-con-piscina-es1625913.html;412.0;Picó Blanes;Alcoi / Els Algars;Venta;Picó Blanes;"{""barrio"": null, ""extras"": [], ""municipio"": ""Alcoi"", ""subzona"": ""Els Algars""}"
0;0;800.0;https://www.picoblanes.com/local-comercial-en-alcoy-ensanche-es965479.html;215.0;Picó Blanes;Alcoi / Eixample;Alquiler;Picó Blanes;"{""barrio"": ""Eixample"", ""extras"": [], ""municipio"": ""Alcoi"", ""subzona"": null}"
0;0;180000.0;https://www.picoblanes.com/local-comercial-en-alcoy-ensanche-es1099075.html;140.0;Picó Blanes;Alcoi / Eixample;Venta;Picó Blanes;"{""barrio"": ""Eixample"", ""extras"": [], ""municipio"": ""Alcoi"", ""subzona"": null}"
0;0;80000.0;https://www.picoblanes.com/local-comercial-en-alcoy-norte-es823707.html;101.0;Picó Blanes;San Vicente del Raspeig / Norte;Venta;Picó Blanes;"{""barrio"": ""Norte"", ""extras"": [], ""municipio"": ""San Vicente del Raspeig"", ""subzona"": null}"
0;2;130000.0;https://www.picoblanes.com/piso-en-alcoy-santa-rosa-con-ascensor-es1592123.html;130.0;Picó Blanes;Alcoi / Santa Rosa;Venta;Picó Blanes;"{""barrio"": ""Santa Rosa"", ""extras"": [], ""municipio"": ""Alcoi"", ""subzona"": null}"
5;1;225000.0;https://www.picoblanes.com/oficina-en-alcoy-centro-con-vistas-es774710.html;130.0;Picó Blanes;Alcoi / Centre - Zona Alta;Venta;Picó Blanes;"{""barrio"": ""Centre - Zona Alta"", ""extras"": [], ""municipio"": ""Alcoi"", ""subzona"": null}"
0;0;800.0;https://www.picoblanes.com/oficina-en-alcoy-centro-es1595974.html;Desconocido;Picó Blanes;Alcoi / Centre - Zona Alta;Alquiler;Picó Blanes;"{""barrio"": ""Centre - Zona Alta"", ""extras"": [], ""municipio"": ""Alcoi"", ""subzona"": null}"
0;1;130000.0;https://www.picoblanes.com/oficina-en-alcoy-ensanche-con-ascensor-es1526191.html;170.0;Picó Blanes;Alcoi / Eixample;Venta;Picó Blanes;"{""barrio"": ""Eixample"", ""extras"": [], ""municipio"": ""Alcoi"", ""subzona"": null}"
0;0;300000.0;https://www.picoblanes.com/nave-en-alcoy-cotes-baixes-es824697.html;1000.0;Picó Blanes;Alcoi / Cotes Baixes;Venta;Picó Blanes;"{""barrio"": null, ""extras"": [], ""municipio"": ""Alcoi"", ""subzona"": ""Cotes Baixes""}"
0;1;1500.0;https://www.picoblanes.com/oficina-en-alcoy-norte-es1030101.html;230.0;Picó Blanes;San Vicente del Raspeig / Norte;Alquiler;Picó Blanes;"{""barrio"": ""Norte"", ""extras"": [], ""municipio"": ""San Vicente del Raspeig"", ""subzona"": null}"
0;0;450.0;https://www.picoblanes.com/local-comercial-en-alcoy-norte-es1618166.html;255.0;Picó Blanes;San Vicente del Raspeig / Norte;Alquiler;Picó Blanes;"{""barrio"": ""Norte"", ""extras"": [], ""municipio"": ""San Vicente del Raspeig"", ""subzona"": null}"
6;3;460000.0;https://www.picoblanes.com/casa-chalet-en-alcoy-montesol-con-piscina-es1395169.html;250.0;Picó Blanes;Alcoi / Montesol;Venta;Picó Blanes;"{""barrio"": null, ""extras"": [], ""municipio"": ""Alcoi"", ""subzona"": ""Montesol""}"
3;2;150000.0;https://www.picoblanes.com/piso-en-alcoy-santa-rosa-con-ascensor-es1563617.html;106.0;Picó Blanes;Alcoi / Santa Rosa;Venta;Picó Blanes;"{""barrio"": ""Santa Rosa"", ""extras"": [], ""municipio"": ""Alcoi"", ""subzona"": null}"
3;2;124000.0;https://www.picoblanes.com/piso-en-alcoy-norte-con-ascensor-es1557367.html;98.0;Picó Blanes;San Vicente del Raspeig / Norte;Venta;Picó Blanes;"{""barrio"": ""Norte"", ""extras"": [], ""municipio"": ""San Vicente del Raspeig"", ""subzona"": null}"
3;2;400000.0;https://www.picoblanes.com/casa-chalet-en-cocentaina-gormaig-con-piscina-es1251679.html;280.0;Picó Blanes;Alcoi / Gormaig;Venta;Picó Blanes;"{""barrio"": null, ""extras"": [], ""municipio"": ""Alcoi"", ""subzona"": ""Gormaig""}"
0;0;195000.0;https://www.picoblanes.com/parcela-en-alcoy-beniata-es919385.html;1708.0;Picó Blanes;Alcoi / Beniata;Venta;Picó Blanes;"{""barrio"": null, ""extras"": [], ""municipio"": ""Alcoi"", ""subzona"": ""Beniata""}"
0;0;85000.0;https://www.picoblanes.com/local-comercial-en-alcoy-ensanche-es1093547.html;204.0;Picó Blanes;Alcoi / Eixample;Venta;Picó Blanes;"{""barrio"": ""Eixample"", ""extras"": [], ""municipio"": ""Alcoi"", ""subzona"": null}"
0;0;86000.0;https://www.picoblanes.com/local-comercial-en-alcoy-santa-rosa-es1085717.html;125.0;Picó Blanes;Alcoi / Santa Rosa;Venta;Picó Blanes;"{""barrio"": ""Santa Rosa"", ""extras"": [], ""municipio"": ""Alcoi"", ""subzona"": null}"
4;1;150000.0;https://www.picoblanes.com/piso-en-alcoy-ensanche-con-ascensor-es1526092.html;144.0;Picó Blanes;Alcoi / Eixample;Venta;Picó Blanes;"{""barrio"": ""Eixample"", ""extras"": [], ""municipio"": ""Alcoi"", ""subzona"": null}"
4;2;187500.0;https://www.picoblanes.com/piso-en-alcoy-norte-con-ascensor-es1299065.html;180.0;Picó Blanes;San Vicente del Raspeig / Norte;Venta;Picó Blanes;"{""barrio"": ""Norte"", ""extras"": [], ""municipio"": ""San Vicente del Raspeig"", ""subzona"": null}"
0;0;13000.0;https://www.picoblanes.com/garaje-parking-en-alcoy-ensanche-con-garaje-es919389.html;Desconocido;Picó Blanes;Alcoi / Eixample;Venta;Picó Blanes;"{""barrio"": ""Eixample"", ""extras"": [], ""municipio"": ""Alcoi"", ""subzona"": null}"
0;2;300.0;https://www.picoblanes.com/oficina-en-alcoy-centro-con-ascensor-es988192.html;50.0;Picó Blanes;Alcoi / Centre - Zona Alta;Alquiler;Picó Blanes;"{""barrio"": ""Centre - Zona Alta"", ""extras"": [], ""municipio"": ""Alcoi"", ""subzona"": null}"
2;1;75000.0;https://www.picoblanes.com/piso-en-alcoy-centro-es1547608.html;75.0;Picó Blanes;Alcoi / Centre - Zona Alta;Venta;Picó Blanes;"{""barrio"": ""Centre - Zona Alta"", ""extras"": [], ""municipio"": ""Alcoi"", ""subzona"": null}"
0;0;300.0;https://www.picoblanes.com/oficina-en-alcoy-santa-rosa-con-ascensor-es827995.html;90.0;Picó Blanes;Alcoi / Santa Rosa;Alquiler;Picó Blanes;"{""barrio"": ""Santa Rosa"", ""extras"": [], ""municipio"": ""Alcoi"", ""subzona"": null}"
0;0;80000.0;https://www.picoblanes.com/local-comercial-en-alcoy-ensanche-es1111761.html;130.0;Picó Blanes;Alcoi / Eixample;Venta;Picó Blanes;"{""barrio"": ""Eixample"", ""extras"": [], ""municipio"": ""Alcoi"", ""subzona"": null}"
0;0;175000.0;https://www.picoblanes.com/nave-en-alcoy-viaducto-es1334712.html;751.0;Picó Blanes;Alcoi / Viaducto;Venta;Picó Blanes;"{""barrio"": ""Viaducto"", ""extras"": [], ""municipio"": ""Alcoi"", ""subzona"": null}"
5;2;70000.0;https://www.picoblanes.com/casa-de-pueblo-en-benilloba-pueblos-de-la-montantildea-con-vistas-es1047132.html;288.0;Picó Blanes;Pueblos de la Montana;Venta;Picó Blanes;"{""barrio"": null, ""extras"": [], ""municipio"": null, ""subzona"": null}"
0;0;1000.0;https://www.picoblanes.com/local-comercial-en-alcoy-centro-es1566315.html;160.0;Picó Blanes;Alcoi / Centre - Zona Alta;Alquiler;Picó Blanes;"{""barrio"": ""Centre - Zona Alta"", ""extras"": [], ""municipio"": ""Alcoi"", ""subzona"": null}"
4;2;185000.0;https://www.picoblanes.com/casa-adosada-en-cocentaina-cocentaina-con-garaje-es1610650.html;140.0;Picó Blanes;Cocentaina;Venta;Picó Blanes;"{""barrio"": null, ""extras"": [], ""municipio"": ""Cocentaina"", ""subzona"": null}"
0;0;70000.0;https://www.picoblanes.com/local-comercial-en-alcoy-ensanche-es1572886.html;125.0;Picó Blanes;Alcoi / Eixample;Venta;Picó Blanes;"{""barrio"": ""Eixample"", ""extras"": [], ""municipio"": ""Alcoi"", ""subzona"": null}"
0;0;85000.0;https://www.picoblanes.com/local-comercial-en-alcoy-centro-es1273095.html;164.0;Picó Blanes;Alcoi / Centre - Zona Alta;Venta;Picó Blanes;"{""barrio"": ""Centre - Zona Alta"", ""extras"": [], ""municipio"": ""Alcoi"", ""subzona"": null}"
0;0;500.0;https://www.picoblanes.com/local-comercial-en-alcoy-santa-rosa-es1082623.html;120.0;Picó Blanes;Alcoi / Santa Rosa;Alquiler;Picó Blanes;"{""barrio"": ""Santa Rosa"", ""extras"": [], ""municipio"": ""Alcoi"", ""subzona"": null}"
0;0;750.0;https://www.picoblanes.com/local-comercial-en-alcoy-ensanche-es1000794.html;150.0;Picó Blanes;Alcoi / Eixample;Alquiler;Picó Blanes;"{""barrio"": ""Eixample"", ""extras"": [], ""municipio"": ""Alcoi"", ""subzona"": null}"
0;0;100000.0;https://www.picoblanes.com/parcela-en-cocentaina-gormaig-es1186467.html;1439.0;Picó Blanes;Alcoi / Gormaig;Venta;Picó Blanes;"{""barrio"": null, ""extras"": [], ""municipio"": ""Alcoi"", ""subzona"": ""Gormaig""}"
3;2;145000.0;https://www.picoblanes.com/piso-en-alcoy-el-cami-con-ascensor-es1362744.html;120.0;Picó Blanes;El el Cami (El el Cami);Venta;Picó Blanes;"{""barrio"": null, ""extras"": [""El el Cami""], ""municipio"": null, ""subzona"": null}"
2;1;600.0;https://www.picoblanes.com/piso-en-alcoy-centro-con-vistas-es1574647.html;70.0;Picó Blanes;Alcoi / Centre - Zona Alta;Alquiler;Picó Blanes;"{""barrio"": ""Centre - Zona Alta"", ""extras"": [], ""municipio"": ""Alcoi"", ""subzona"": null}"
0;0;80000.0;https://www.picoblanes.com/oficina-en-alcoy-norte-con-ascensor-es849800.html;60.0;Picó Blanes;San Vicente del Raspeig / Norte;Venta;Picó Blanes;"{""barrio"": ""Norte"", ""extras"": [], ""municipio"": ""San Vicente del Raspeig"", ""subzona"": null}"
3;1;45000.0;https://www.picoblanes.com/piso-en-alcoy-centro-con-vistas-es1334738.html;90.0;Picó Blanes;Alcoi / Centre - Zona Alta;Venta;Picó Blanes;"{""barrio"": ""Centre - Zona Alta"", ""extras"": [], ""municipio"": ""Alcoi"", ""subzona"": null}"
3;2;170000.0;https://www.picoblanes.com/piso-en-alcoy-norte-con-ascensor-es1548692.html;122.0;Picó Blanes;San Vicente del Raspeig / Norte;Venta;Picó Blanes;"{""barrio"": ""Norte"", ""extras"": [], ""municipio"": ""San Vicente del Raspeig"", ""subzona"": null}"
6;3;350000.0;https://www.picoblanes.com/casa-chalet-en-muro-de-alcoy-muro-con-piscina-es1550181.html;300.0;Picó Blanes;Alcoi (Muro d'Alcoi);Venta;Picó Blanes;"{""barrio"": null, ""extras"": [""Muro d'Alcoi""], ""municipio"": ""Alcoi"", ""subzona"": null}"
5;2;340000.0;https://www.picoblanes.com/casa-chalet-en-cocentaina-cocentaina-con-piscina-es795894.html;230.0;Picó Blanes;Cocentaina;Venta;Picó Blanes;"{""barrio"": null, ""extras"": [], ""municipio"": ""Cocentaina"", ""subzona"": null}"
5;3;325000.0;https://www.picoblanes.com/casa-adosada-en-benimarfull-pueblos-de-la-montantildea-con-vistas-es1153805.html;315.0;Picó Blanes;Pueblos de la Montana;Venta;Picó Blanes;"{""barrio"": null, ""extras"": [], ""municipio"": null, ""subzona"": null}"
0;0;3000.0;https://www.picoblanes.com/local-comercial-en-alcoy-ensanche-es1557699.html;800.0;Picó Blanes;Alcoi / Eixample;Alquiler;Picó Blanes;"{""barrio"": ""Eixample"", ""extras"": [], ""municipio"": ""Alcoi"", ""subzona"": null}"
0;0;60000.0;https://www.picoblanes.com/local-comercial-en-alcoy-centro-es1047088.html;110.0;Picó Blanes;Alcoi / Centre - Zona Alta;Venta;Picó Blanes;"{""barrio"": ""Centre - Zona Alta"", ""extras"": [], ""municipio"": ""Alcoi"", ""subzona"": null}"
7;3;350000.0;https://www.picoblanes.com/casa-chalet-en-alcoy-ensanche-con-piscina-es1623079.html;300.0;Picó Blanes;Alcoi / Eixample;Venta;Picó Blanes;"{""barrio"": ""Eixample"", ""extras"": [], ""municipio"": ""Alcoi"", ""subzona"": null}"
0;0;110000.0;https://www.picoblanes.com/local-comercial-en-alcoy-ensanche-es961247.html;337.0;Picó Blanes;Alcoi / Eixample;Venta;Picó Blanes;"{""barrio"": ""Eixample"", ""extras"": [], ""municipio"": ""Alcoi"", ""subzona"": null}"
0;0;70000.0;https://www.picoblanes.com/local-comercial-en-alcoy-ensanche-es989276.html;260.0;Picó Blanes;Alcoi / Eixample;Venta;Picó Blanes;"{""barrio"": ""Eixample"", ""extras"": [], ""municipio"": ""Alcoi"", ""subzona"": null}"
3;2;185000.0;https://www.picoblanes.com/piso-en-alcoy-centro-con-ascensor-es1511047.html;125.0;Picó Blanes;Alcoi / Centre - Zona Alta;Venta;Picó Blanes;"{""barrio"": ""Centre - Zona Alta"", ""extras"": [], ""municipio"": ""Alcoi"", ""subzona"": null}"
5;1;79000.0;https://www.picoblanes.com/piso-en-alcoy-centro-es1298942.html;142.0;Picó Blanes;Alcoi / Centre - Zona Alta;Venta;Picó Blanes;"{""barrio"": ""Centre - Zona Alta"", ""extras"": [], ""municipio"": ""Alcoi"", ""subzona"": null}"
3;2;375000.0;https://www.picoblanes.com/casa-adosada-en-alcoy-ensanche-con-piscina-es1495088.html;251.0;Picó Blanes;Alcoi / Eixample;Venta;Picó Blanes;"{""barrio"": ""Eixample"", ""extras"": [], ""municipio"": ""Alcoi"", ""subzona"": null}"
